Directorate,Sub Directorate,Accounting Date,COST CENTRE,Supplier Name,Net Amount
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,23-Oct-2018,215489,Middlepatch Limited T/A College Fields Nursing Home,605.25
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,23-Oct-2018,215489,Northcote Developments Limited,518.88
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,23-Oct-2018,215489,Northcote Developments Limited,505.50
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,23-Oct-2018,215489,Northcote Developments Limited,524.03
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,23-Oct-2018,215489,Northcote Developments Limited,515.73
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,23-Oct-2018,215489,Northcote Developments Limited,799.53
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,23-Oct-2018,215489,Northcote Developments Limited,508.79
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,23-Oct-2018,215489,Oak House Care Limited T/a Oak House Care Home,531.69
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,23-Oct-2018,215489,Oakville Care Limited t/a Romilly Nursing Home,900.00
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,23-Oct-2018,215489,Springbank Care Home Limited T/A Springbank Nursing Home,603.33
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,23-Oct-2018,215489,Springbank Care Home Limited T/A Springbank Nursing Home,629.38
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,23-Oct-2018,215489,Springbank Care Home Limited T/A Springbank Nursing Home,556.38
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,23-Oct-2018,215489,Springbank Care Home Limited T/A Springbank Nursing Home,666.50
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,23-Oct-2018,215489,Waverley Care Centre Limited,570.21
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,23-Oct-2018,215489,Waverley Care Centre Limited,519.12
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,23-Oct-2018,215489,Waverley Care Centre Limited,715.33
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,23-Oct-2018,215489,Waverley Care Centre Limited,540.83
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,23-Oct-2018,215489,Waverley Care Centre Limited,540.83
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,23-Oct-2018,215489,Waverley Care Centre Limited,605.03
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,23-Oct-2018,215489,Waverley Care Centre Limited,675.33
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,23-Oct-2018,215489,Waverley Care Centre Limited,588.87
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,23-Oct-2018,215489,Waverley Care Centre Limited,512.53
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,23-Oct-2018,215489,Waverley Care Centre Limited,519.40
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,23-Oct-2018,215489,Waverley Care Centre Limited,614.77
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,23-Oct-2018,216179,Amethyst Healthcare Limited t/a Hillstone House,1816.95
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,23-Oct-2018,216179,Bellavista Nursing Homes (Wales) Limited t/a Bellavista Care Home,552.23
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,23-Oct-2018,216179,Care 4 U (Neath) Limited,1754.28
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,23-Oct-2018,216179,Crusader Medical Care Limited T/A St Saviours Nursing Home,551.35
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,23-Oct-2018,216179,Leonard Cheshire Disability,1209.78
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,23-Oct-2018,216179,Llysywaun Limited t/a Bayview Lodge Nursing Home,746.35
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,23-Oct-2018,216179,Middlepatch Limited T/A College Fields Nursing Home,655.45
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,23-Oct-2018,216179,Springbank Care Home Limited T/A Springbank Nursing Home,770.00
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,23-Oct-2018,216179,Valebrook Care Homes Limited,1851.35
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,23-Oct-2018,216179,Voyage 1 Limited t/a Brook Lodge,2528.80
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,23-Oct-2018,216179,Voyage 1 Limited t/a Falcons Rest & Poachers Cottage,1729.64
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,23-Oct-2018,217909,Accomplish Group Limited,1821.48
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,23-Oct-2018,217909,Accomplish Group Limited,2146.47
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,23-Oct-2018,217909,Accomplish Group Limited t/a Cedar House,1582.70
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,23-Oct-2018,217909,Amethyst Healthcare Limited t/a Hillstone House,1725.34
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,23-Oct-2018,217909,Amethyst Healthcare Limited t/a Hillstone House,1501.14
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,23-Oct-2018,217909,Broadway Care Centre Limited T/A Hazelhurst Nursing Home,500.05
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,23-Oct-2018,217909,Broadway Care Centre Limited T/A Hazelhurst Nursing Home,507.15
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,23-Oct-2018,217909,Glasallt Fawr Camphill Centre,995.72
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,23-Oct-2018,217909,Glasallt Fawr Camphill Centre,1544.90
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,23-Oct-2018,217909,Heatherleigh Care Limited t/a 106 Splott Road,1563.71
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,23-Oct-2018,217909,Heatherleigh Care Limited t/a 106 Splott Road,1223.14
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,23-Oct-2018,217909,Llysywaun Limited t/a Bayview Lodge Nursing Home,1724.90
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,23-Oct-2018,217909,Ocean Community Services Limited t/a Westminster Court Care Home,1116.27
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,23-Oct-2018,217909,The Cedars Care Services Limited T/A Ashgrove Care Home,2112.35
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,23-Oct-2018,217909,The Cedars Care Services Limited T/A Ashgrove Care Home,995.35
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,23-Oct-2018,217909,The Cedars Care Services Limited T/A Oaklands,1030.35
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,23-Oct-2018,217909,The Cedars Care Services Limited t/a Sycamore House,2026.35
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,23-Oct-2018,217909,The Cedars Care Services Limited t/a Sycamore House,1809.35
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,23-Oct-2018,217909,The Cedars Care Services Limited t/a The Cedars,1576.06
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,23-Oct-2018,217909,The Cedars Care Services Limited t/a The Cedars,1365.05
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,23-Oct-2018,217909,The Cedars Care Services Limited t/a The Hollies,1864.35
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,23-Oct-2018,217909,Vale Phoenix Limited,1079.73
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,23-Oct-2018,217909,Vale Phoenix Limited,1116.94
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,23-Oct-2018,217909,Valebrook Care Homes Limited,1654.39
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,23-Oct-2018,217909,Valebrook Care Homes Limited,1999.50
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,23-Oct-2018,217909,Valebrook Care Homes Limited,1420.24
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,23-Oct-2018,217909,Valebrook Care Homes Limited,1767.35
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,23-Oct-2018,217909,Valebrook Care Homes Limited,1861.95
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,23-Oct-2018,217909,Valebrook Care Homes Limited,1390.24
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,23-Oct-2018,218321,Adriana Limited T/A The Priory Nursing Home,536.00
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,23-Oct-2018,218321,Hafod Care Association Limited,635.50
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,23-Oct-2018,218321,Harrison Care Enterprises Barry Limited t/a Island View,520.91
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,23-Oct-2018,218321,Isman & Kinze Essa T/A Haven House,516.38
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,23-Oct-2018,218321,J and P Residential Homes Limited T/A Monkstone House,600.00
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,23-Oct-2018,218321,Liam George t/a Claremont Care Home,516.45
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,23-Oct-2018,218321,Sanda Mitchel & Ptn t/a Canola House Residential Home,600.00
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,23-Oct-2018,218321,Sanda Mitchel & Ptn t/a Canola House Residential Home,501.35
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,23-Oct-2018,218321,Waverley Care Centre Limited,909.98
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,23-Oct-2018,218419,Anwen Care Limited t/a Anwen Care Home,690.56
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,23-Oct-2018,218419,Baltimore Care Limited,508.51
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,23-Oct-2018,218419,Baltimore Care Limited,527.38
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,23-Oct-2018,218419,Bellavista Care (Cardiff) Limited T/A Bellavista Nursing Home Cardiff,534.62
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,23-Oct-2018,218419,Bellavista Care (Cardiff) Limited T/A Bellavista Nursing Home Cardiff,516.38
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,23-Oct-2018,218419,David Austin t/a Silverdale,663.68
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,23-Oct-2018,218419,E & E Homes Limited T/A Cliffhaven Residential Home,501.05
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,23-Oct-2018,218419,E & E Homes Limited T/A Cliffhaven Residential Home,516.38
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,23-Oct-2018,218419,E & E Homes Limited T/A Cliffhaven Residential Home,505.20
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,23-Oct-2018,218419,Forge Care Homes Limited t/a The Forge Care Centre,549.58
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,23-Oct-2018,218419,Hafod Housing Association Limited T/A Brocastle Manor (Care Home),628.66
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,23-Oct-2018,218419,Hallmark Care Homes (Bute Town) Limited t/a Shire Hall Care Home,784.67
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,23-Oct-2018,218419,Hallmark Care Homes (Bute Town) Limited t/a Shire Hall Care Home,1215.50
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,23-Oct-2018,218419,Harrison Care Enterprises Barry Limited t/a Island View,516.38
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,23-Oct-2018,218419,Harrison Care Enterprises Barry Limited t/a Island View,501.96
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,23-Oct-2018,218419,Harrison Care Enterprises Barry Limited t/a Island View,650.88
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,23-Oct-2018,218419,Harrison Care Enterprises Barry Limited t/a Island View,514.75
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,23-Oct-2018,218419,Harrison Care Enterprises Barry Limited t/a Island View,544.81
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,23-Oct-2018,218419,Harrison Care Enterprises Barry Limited t/a Island View,516.38
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,23-Oct-2018,218419,Harrison Care Enterprises Barry Limited t/a Island View,516.38
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,23-Oct-2018,218419,Harrison Care Enterprises Barry Limited t/a Island View,516.38
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,23-Oct-2018,218419,Harrison Care Enterprises Barry Limited t/a Island View,503.11
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,23-Oct-2018,218419,Harrison Care Enterprises Barry Limited t/a Island View,516.38
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,23-Oct-2018,218419,Hebron Hall Limited,503.59
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,23-Oct-2018,218419,June Zehetmayr t/a Tower Hill Residential Home,650.88
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,23-Oct-2018,218419,June Zehetmayr t/a Tower Hill Residential Home,518.38
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,23-Oct-2018,218419,June Zehetmayr t/a Tower Hill Residential Home,516.38
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,23-Oct-2018,218419,June Zehetmayr t/a Tower Hill Residential Home,516.56
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,23-Oct-2018,218419,Llangoedmor Properties Limited T/A Parkside Residential Home,650.88
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,23-Oct-2018,218419,Middlepatch Limited T/A College Fields Nursing Home,516.12
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,23-Oct-2018,218419,Middlepatch Limited T/A College Fields Nursing Home,539.18
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,23-Oct-2018,218419,Shirwan Al-Mufti & Ptn t/a Pontcanna House,600.00
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,23-Oct-2018,218419,Waverley Care Centre Limited,508.92
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,23-Oct-2018,218419,Waverley Care Centre Limited,516.38
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,23-Oct-2018,218419,Waverley Care Centre Limited,650.88
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,23-Oct-2018,218419,Waverley Care Centre Limited,574.00
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,23-Oct-2018,218419,Waverley Care Centre Limited,688.89
DIRECT ENVIRONMENT AND HOUSING,VEHICLES,23-Oct-2018,319010,Ceri Williams t/a Mobile Tyre Services,3577.46
DIRECT ENVIRONMENT AND HOUSING,NEIGHBOURHOOD SERVICES AND TRANSPORT,23-Oct-2018,365790,Nigel Martlew t/a Caring Coaches,6854.00
DIRECT ENVIRONMENT AND HOUSING,NEIGHBOURHOOD SERVICES AND TRANSPORT,23-Oct-2018,365790,Paula Smith t/a Smiths Travel,3115.00
DIRECT ENVIRONMENT AND HOUSING,NEIGHBOURHOOD SERVICES AND TRANSPORT,23-Oct-2018,365795,Nigel Martlew t/a Caring Coaches,3056.00
DIRECT SOCIAL SERVICES,GF CHILDREN SERVICES,23-Oct-2018,260060,Action for Children,3789.60
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,24-Oct-2018,215489,1st Grade Care Limited,532.70
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,24-Oct-2018,215489,1st Grade Care Limited,626.65
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,24-Oct-2018,215489,1st Grade Care Limited,582.40
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,24-Oct-2018,215489,1st Grade Care Limited,621.60
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,24-Oct-2018,215489,1st Grade Care Limited,532.70
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,24-Oct-2018,215489,All Saints DC Limited,694.10
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,24-Oct-2018,215489,All Saints DC Limited,662.28
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,24-Oct-2018,215489,All Saints DC Limited,627.96
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,24-Oct-2018,215489,All Saints DC Limited,588.94
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,24-Oct-2018,215489,All Saints DC Limited,669.86
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,24-Oct-2018,101032,DSG Retail Limited,510.00
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,24-Oct-2018,102593,Argos Business Solutions Limited,1163.97
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,24-Oct-2018,102593,School Cloud Systems Limited,839.00
DIRECT LEARNING AND SKILLS,ACHIEVEMENT FOR ALL,24-Oct-2018,109020,Procare Nursing Agency Limited,1065.00
DIRECT LEARNING AND SKILLS,ACHIEVEMENT FOR ALL,24-Oct-2018,109020,Procare Nursing Agency Limited,1152.00
DIRECT LEARNING AND SKILLS,STRATEGY COMMUNITY LEARNING & RESOURCES,24-Oct-2018,120080,Askews & Holts Library Services Limited,547.20
DIRECT LEARNING AND SKILLS,STRATEGY COMMUNITY LEARNING & RESOURCES,24-Oct-2018,120080,Askews & Holts Library Services Limited,568.68
DIRECT LEARNING AND SKILLS,STRATEGY COMMUNITY LEARNING & RESOURCES,24-Oct-2018,120080,Askews & Holts Library Services Limited,583.22
DIRECT LEARNING AND SKILLS,ACHIEVEMENT FOR ALL,24-Oct-2018,130266,The Vale of Glamorgan Hotel Limited,3474.59
DIRECT LEARNING AND SKILLS,CATERING,24-Oct-2018,150401,Brake Bros Limited,6734.97
DIRECT LEARNING AND SKILLS,CATERING,24-Oct-2018,150401,Castell Howell Foods Limited,9507.18
DIRECT LEARNING AND SKILLS,CATERING,24-Oct-2018,150401,WR Bishop (Tonyrefail) Limited,2438.38
DIRECT LEARNING AND SKILLS,CATERING,24-Oct-2018,150671,Brake Bros Limited,3774.19
DIRECT LEARNING AND SKILLS,CATERING,24-Oct-2018,150671,Castell Howell Foods Limited,3083.45
DIRECT LEARNING AND SKILLS,CATERING,24-Oct-2018,150671,Chapple & Jenkins Limited,2115.15
DIRECT LEARNING AND SKILLS,CATERING,24-Oct-2018,150671,Peter's Food Service Limited,939.26
DIRECT LEARNING AND SKILLS,CATERING,24-Oct-2018,150671,The Real Wrap Co. Limited,869.14
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,24-Oct-2018,215489,Cardiff Homecare Limited,708.18
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,24-Oct-2018,215489,Cardiff Homecare Limited,508.90
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,24-Oct-2018,215489,Celtic Community Services Limited,504.00
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,24-Oct-2018,215489,Celtic Community Services Limited,894.00
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,24-Oct-2018,216179,Celtic Community Services Limited,543.00
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,24-Oct-2018,216179,Celtic Community Services Limited,651.00
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,24-Oct-2018,216179,Celtic Community Services Limited,706.88
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,24-Oct-2018,217541,Care Management Group Limited,826.96
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,24-Oct-2018,217541,Innovate Trust Limited,268932.72
DIRECT SOCIAL SERVICES,GF BUSINESS MANAGEMENT & INOVATION,24-Oct-2018,239043,Jane Moore Associates Limited,3354.30
DIRECT SOCIAL SERVICES,GF CHILDREN SERVICES,24-Oct-2018,260140,PayPoint Payment Services Limited t/a CSGA Glamorgan,503.89
DIRECT SOCIAL SERVICES,GF CHILDREN SERVICES,24-Oct-2018,260235,Mortimer Clarke Solicitors Limited,4587.81
DIRECT ENVIRONMENT AND HOUSING,BUILDING SERVICES,24-Oct-2018,303000,Open Text UK Limited,1031.63
DIRECT ENVIRONMENT AND HOUSING,NEIGHBOURHOOD SERVICES AND TRANSPORT,24-Oct-2018,323665,Redwood Environmental Services Limited,1766.60
DIRECT ENVIRONMENT AND HOUSING,NEIGHBOURHOOD SERVICES AND TRANSPORT,24-Oct-2018,325350,Garth Plant Hire Limited,1106.25
DIRECT ENVIRONMENT AND HOUSING,NEIGHBOURHOOD SERVICES AND TRANSPORT,24-Oct-2018,325350,Wolseley UK Limited,762.00
DIRECT ENVIRONMENT AND HOUSING,NEIGHBOURHOOD SERVICES AND TRANSPORT,24-Oct-2018,325560,Centregreat Limited,84052.12
DIRECT ENVIRONMENT AND HOUSING,GF PARKS AND GROUNDS,24-Oct-2018,333200,Technical Surfaces Limited,2665.00
DIRECT ENVIRONMENT AND HOUSING,GF PARKS AND GROUNDS,24-Oct-2018,333500,Vibe Creative Limited,1025.00
DIRECT ENVIRONMENT AND HOUSING,REGULATORY SHARED SERVICES,24-Oct-2018,403219,Golley Slater Group Limited,780.00
DIRECT ENVIRONMENT AND HOUSING,HOUSING,24-Oct-2018,407119,Computacenter (UK) Limited,2329.18
DIRECT ENVIRONMENT AND HOUSING,HOUSING,24-Oct-2018,407152,Karen Blake Coaching Limited,1450.00
DIRECT ENVIRONMENT AND HOUSING,HOUSING,24-Oct-2018,407152,Respect My Stuff Limited,850.00
DIRECT MANAGING DIRECTOR AND RESOURCES,GF RESOURCES,24-Oct-2018,420212,Experian Limited,4122.41
DIRECT MANAGING DIRECTOR AND RESOURCES,GF RESOURCES,24-Oct-2018,420221,Knight Chapman Psychological Limited,640.00
DIRECT CAPITAL LEARN AND SKILLS,AR CAPITAL SCHOOLS,24-Oct-2018,812194,Thornlink Limited T/A Vale Consultancy,800.00
DIRECT CAPITAL VISIBLE AND HOUSING SERVICES,AR CAPITAL ENGINEER,24-Oct-2018,831216,Peter Brett Associates LLP,8671.84
DIRECT CAPITAL VISIBLE AND HOUSING SERVICES,CAPITAL HIGHWAYS,24-Oct-2018,831503,Tarmac Trading Limited,323483.80
DIRECT CAPITAL DEVELOPMENT,CAPITAL ECO DEV,24-Oct-2018,834231,Alun Griffiths (Contractors) Limited,967886.65
DIRECT CAPITAL VISIBLE AND HOUSING SERVICES,CAPITAL HRA,24-Oct-2018,842145,Environtec Limited,6075.00
DIRECT CAPITAL VISIBLE AND HOUSING SERVICES,CAPITAL HRA,24-Oct-2018,842145,Environtec Limited,-2700.00
DIRECT CAPITAL VISIBLE AND HOUSING SERVICES,CAPITAL HRA,24-Oct-2018,842145,Environtec Limited,-3375.00
DIRECT CAPITAL VISIBLE AND HOUSING SERVICES,CAPITAL HRA,24-Oct-2018,842178,Sustainable Building Services (UK) Limited,157701.98
DIRECT CAPITAL DEVELOPMENT,CAPITAL PRIV HSG,24-Oct-2018,845003,GKR Maintenance & Building Co. Limited,5210.20
DIRECT CAPITAL DEVELOPMENT,CAPITAL PRIV HSG,24-Oct-2018,845003,Handicare Accessibility Limited,4676.80
DIRECT CAPITAL DEVELOPMENT,CAPITAL PRIV HSG,24-Oct-2018,845003,R & M Williams Limited,11819.39
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,24-Oct-2018,216181,Cardiff & Vale University Local Health Board,-2921.41
DIRECT ENVIRONMENT AND HOUSING,NEIGHBOURHOOD SERVICES AND TRANSPORT,24-Oct-2018,341123,Cardiff County Council,21411.64
DIRECT ENVIRONMENT AND HOUSING,NEIGHBOURHOOD SERVICES AND TRANSPORT,24-Oct-2018,341500,Cardiff County Council,21792.06
DIRECT MANAGING DIRECTOR AND RESOURCES,GF GENERAL EXPENDITURE POLICY,24-Oct-2018,471901,Cardiff County Council,39240.00
DIRECT MANAGING DIRECTOR AND RESOURCES,GF GENERAL EXPENDITURE POLICY,24-Oct-2018,471909,Cardiff County Council,34734.56
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,24-Oct-2018,102593,New Directions (Education) Limited,676.30
DIRECT LEARNING AND SKILLS,ACHIEVEMENT FOR ALL,24-Oct-2018,109020,Acorn Recruitment Limited,768.62
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,24-Oct-2018,215489,April Complete Care Solutions Limited,584.00
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,24-Oct-2018,216179,April Complete Care Solutions Limited,922.66
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,24-Oct-2018,217909,April Complete Care Solutions Limited,866.90
DIRECT ENVIRONMENT AND HOUSING,HOUSING,24-Oct-2018,407106,Building Recruitment Company Limited,734.08
DIRECT ENVIRONMENT AND HOUSING,HOUSING,24-Oct-2018,407106,Building Recruitment Company Limited,625.06
DIRECT ENVIRONMENT AND HOUSING,HOUSING,24-Oct-2018,407106,Building Recruitment Company Limited,744.61
DIRECT ENVIRONMENT AND HOUSING,HOUSING,24-Oct-2018,407201,Building Recruitment Company Limited,637.87
DIRECT ENVIRONMENT AND HOUSING,HOUSING,24-Oct-2018,407202,Building Recruitment Company Limited,645.02
DIRECT MANAGING DIRECTOR AND RESOURCES,GF RESOURCES,24-Oct-2018,422160,Hays Specialist Recruitment Limited,627.30
DIRECT MANAGING DIRECTOR AND RESOURCES,GF RESOURCES,24-Oct-2018,422160,Hays Specialist Recruitment Limited,1121.10
DIRECT MANAGING DIRECTOR AND RESOURCES,GF RESOURCES,24-Oct-2018,422160,Hays Specialist Recruitment Limited,578.85
DIRECT MANAGING DIRECTOR AND RESOURCES,GF RESOURCES,24-Oct-2018,422160,Hays Specialist Recruitment Limited,909.00
DIRECT ENVIRONMENT AND HOUSING,GF PARKS AND GROUNDS,24-Oct-2018,333500,Jeffrey Ball T/A Gates 'N' Railings,850.00
DIRECT ENVIRONMENT AND HOUSING,REGENERATION & PLANNING,24-Oct-2018,350740,Glyn Cornelius t/a iAV Audiovisual,620.00
DIRECT LEARNING AND SKILLS,ACHIEVEMENT FOR ALL,24-Oct-2018,130261,Colwinston Community Hall Association,700.00
DIRECT ENVIRONMENT AND HOUSING,HOUSING,24-Oct-2018,407100,Chartered Institute of Housing,1300.00
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,25-Oct-2018,215489,Hallows Care Limited T/A Hallows Care,690.95
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,25-Oct-2018,215489,Hallows Care Limited T/A Hallows Care,635.32
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,25-Oct-2018,215489,Hallows Care Limited T/A Hallows Care,618.29
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,25-Oct-2018,215489,Hallows Care Limited T/A Hallows Care,618.77
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,25-Oct-2018,216179,Hallows Care Limited T/A Hallows Care,597.79
DIRECT LEARNING AND SKILLS,STRATEGY AND REGULATION,25-Oct-2018,100162,Korn Ferry Hay Group Limited,1100.00
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,25-Oct-2018,101004,Blooming Artificial Limited,697.29
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,25-Oct-2018,101007,The Consortium for Purchasing and Distribution Limited,588.73
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,25-Oct-2018,101025,West End Blinds Limited,698.00
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,25-Oct-2018,101025,iTeach Limited,2912.00
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,25-Oct-2018,101047,RP Brown Limited t/a Cymraeg Cleaning,650.00
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,25-Oct-2018,101047,eBuyer UK Limited,-2499.50
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,25-Oct-2018,101047,eBuyer UK Limited,2499.50
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,25-Oct-2018,101065,Enterprise Clothing Company Limited,864.00
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,25-Oct-2018,101065,Ricoh UK Limited,647.68
